Mutation,TP,FP,FN,TN
16:87309861-87309861,0,3,10,25
11:49654671-49654671,0,3,10,25
6:72252773-72252773,0,3,10,25
X:29567090-29567090,0,4,10,24
12:87340147-87340147,0,3,10,25
1:121147856-121147856,1,2,9,26
1:8499166-8499166,0,3,10,25
2:208117384-208117384,0,3,10,25
18:41762252-41762252,0,3,10,25
3:121064857-121064857,0,4,10,24
5:125511121-125511121,0,4,10,24
1:91250831-91250831,0,3,10,25
3:97580186-97580186,0,4,10,24
11:132706482-132706482,0,4,10,24
8:37088209-37088209,0,3,10,25
5:38008465-38008465,0,4,10,24
8:24465881-24465881,0,4,10,24
6:114748836-114748836,0,3,10,25
X:51735843-51735843,0,4,10,24
15:59224593-59224593,0,4,10,24
3:163647981-163647981,0,3,10,25
1:14395017-14395017,0,3,10,25
1:75719111-75719111,0,3,10,25
11:29861911-29861911,0,3,10,25
10:61465792-61465792,0,3,10,25
7:109722419-109722419,0,3,10,25
9:29107528-29107528,0,4,10,24
3:129734563-129734563,0,6,10,22
8:132770282-132770282,0,4,10,24
3:194393002-194393002,0,3,10,25
7:56903462-56903462,0,3,10,25
10:9116449-9116449,0,3,10,25
12:62211697-62211697,0,4,10,24
7:8837164-8837164,0,3,10,25
10:132052471-132052471,0,4,10,24
8:54033615-54033615,0,3,10,25
17:38985720-38985720,0,3,10,25
1:238384909-238384909,0,3,10,25
9:38560577-38560577,0,3,10,25
4:96868041-96868041,0,3,10,25
5:98862902-98862902,1,2,9,26
1:182868747-182868747,0,3,10,25
2:141290183-141290183,0,3,10,25
12:60380265-60380265,0,3,10,25
15:28781285-28781285,3,0,7,28
15:66294852-66294852,0,3,10,25
9:35859690-35859690,0,3,10,25
2:87471914-87471914,3,0,7,28
2:124987475-124987475,0,4,10,24
2:209261128-209261128,1,2,9,26
5:80915424-80915424,1,4,9,24
15:91910532-91910532,2,2,8,26
11:57658922-57658922,0,3,10,25
7:135467878-135467878,0,3,10,25
12:72678906-72678906,0,4,10,24
1:106606316-106606316,0,3,10,25
19:54458173-54458173,0,3,10,25
7:9270030-9270030,0,3,10,25
8:74483651-74483651,0,3,10,25
3:89775607-89775607,0,3,10,25
12:133102012-133102012,0,3,10,25
1:167554312-167554312,0,3,10,25
5:150240747-150240747,0,4,10,24
8:34346203-34346203,0,3,10,25
2:200111727-200111727,0,3,10,25
9:14970552-14970552,1,5,9,23
1:169568423-169568423,0,4,10,24
X:30363211-30363211,0,4,10,24
5:7940481-7940481,0,3,10,25
21:43051365-43051365,0,3,10,25
4:162073648-162073648,0,3,10,25
12:19999586-19999586,0,4,10,24
17:10078088-10078088,0,4,10,24
8:116227631-116227631,1,2,9,26
11:57625468-57625468,0,4,10,24
3:137692959-137692959,0,3,10,25
11:84074905-84074905,3,1,7,27
9:76092254-76092254,0,3,10,25
3:129734572-129734572,0,3,10,25
10:47745858-47745858,3,0,7,28
1:166491310-166491310,0,3,10,25
15:30937399-30937399,3,0,7,28
8:94106382-94106382,0,4,10,24
15:37463893-37463893,0,3,10,25
1:179056728-179056728,0,4,10,24
13:108779638-108779638,0,4,10,24
X:145151300-145151300,0,3,10,25
8:53697054-53697054,0,3,10,25
3:69199577-69199577,0,3,10,25
1:237388609-237388609,0,3,10,25
3:70679207-70679207,0,3,10,25
12:115800918-115800918,0,3,10,25
14:52338720-52338720,0,4,10,24
10:19712655-19712655,0,3,10,25
7:10208548-10208548,0,3,10,25
X:140330921-140330921,0,4,10,24
2:127107384-127107384,0,4,10,24
8:139992924-139992924,0,3,10,25
4:117021563-117021563,0,3,10,25
9:68229232-68229232,0,3,10,25
11:93195210-93195210,0,4,10,24
12:64639017-64639017,0,3,10,25
12:127671953-127671953,0,3,10,25
X:99875312-99875312,2,1,8,27
6:63170471-63170471,0,4,10,24
14:26396139-26396139,0,3,10,25
16:6374727-6374727,0,3,10,25
4:127002397-127002397,0,4,10,24
2:114822868-114822868,0,3,10,25
3:143577071-143577071,0,4,10,24
X:150397838-150397838,0,3,10,25
8:106719673-106719673,0,3,10,25
1:72708312-72708312,0,3,10,25
1:103537989-103537989,0,4,10,24
11:89445418-89445418,0,4,10,24
17:33525797-33525797,2,1,8,27
4:57234291-57234291,2,1,8,27
3:157818927-157818927,0,4,10,24
6:61949059-61949059,0,3,10,25
9:87916814-87916814,0,4,10,24
6:83070847-83070847,0,3,10,25
7:35974760-35974760,3,2,7,26
8:2021960-2021960,0,3,10,25
18:48621576-48621576,1,2,9,26
3:76209971-76209971,0,3,10,25
21:32623067-32623067,0,3,10,25
8:138447788-138447788,0,4,10,24
8:135313930-135313930,0,3,10,25
1:161564321-161564321,0,3,10,25
8:93893272-93893272,0,3,10,25
6:27641921-27641921,0,4,10,24
1:68849279-68849279,0,3,10,25
1:246805018-246805018,0,4,10,24
2:192697925-192697925,0,3,10,25
12:77708564-77708564,0,4,10,24
X:92677868-92677868,0,3,10,25
6:66793851-66793851,0,3,10,25
16:63893314-63893314,0,3,10,25
2:22289636-22289636,0,3,10,25
2:13285363-13285363,0,4,10,24
8:97376198-97376198,0,4,10,24
10:63975178-63975178,0,4,10,24
3:162993249-162993249,0,3,10,25
4:145760384-145760384,0,4,10,24
1:2904369-2904369,0,4,10,24
8:32611317-32611317,0,3,10,25
11:94858623-94858623,0,4,10,24
3:105732226-105732226,0,3,10,25
7:28329881-28329881,0,4,10,24
1:189489609-189489609,0,3,10,25
3:141643946-141643946,0,4,10,24
10:133221775-133221775,0,3,10,25
16:61920860-61920860,0,3,10,25
8:53261572-53261572,0,4,10,24
1:80982496-80982496,0,3,10,25
19:29569280-29569280,0,3,10,25
14:28987799-28987799,0,3,10,25
X:143564949-143564949,0,3,10,25
10:130809772-130809772,1,2,9,26
16:6717552-6717552,0,3,10,25
4:142936931-142936931,0,3,10,25
5:2848902-2848902,0,4,10,24
5:50708085-50708085,0,3,10,25
7:114304681-114304681,0,3,10,25
9:33659826-33659826,3,1,7,27
20:7637004-7637004,0,3,10,25
4:173884644-173884644,0,3,10,25
2:185091372-185091372,0,3,10,25
3:126745644-126745644,0,3,10,25
12:21915275-21915275,0,3,10,25
12:109316923-109316923,0,3,10,25
8:82601523-82601523,0,3,10,25
16:74646815-74646815,0,4,10,24
10:133011991-133011991,0,3,10,25
19:32747280-32747280,0,4,10,24
10:91278075-91278075,0,4,10,24
14:20404635-20404635,0,3,10,25
7:114393953-114393953,0,3,10,25
2:12823150-12823150,0,4,10,24
1:18277992-18277992,0,4,10,24
6:105089847-105089847,1,4,9,24
11:105503209-105503209,0,3,10,25
12:60456309-60456309,0,3,10,25
13:62081744-62081744,0,4,10,24
12:80875897-80875897,3,1,7,27
4:163988410-163988410,0,3,10,25
7:76177285-76177285,3,0,7,28
13:104719810-104719810,0,4,10,24
1:235242954-235242954,0,3,10,25
11:124048546-124048546,0,3,10,25
22:38791580-38791580,1,2,9,26
18:65194687-65194687,0,4,10,24
5:114383757-114383757,0,4,10,24
17:52469701-52469701,0,4,10,24
8:79233012-79233012,0,3,10,25
10:53282234-53282234,0,3,10,25
5:581215-581215,0,4,10,24
5:115454983-115454983,0,3,10,25
8:36007343-36007343,0,3,10,25
3:96160422-96160422,0,3,10,25
15:40978561-40978561,0,4,10,24
1:196968721-196968721,0,3,10,25
10:2699635-2699635,0,3,10,25
2:165835858-165835858,0,3,10,25
6:100929723-100929723,0,3,10,25
18:32031841-32031841,0,4,10,24
12:75026193-75026193,0,4,10,24
2:18345740-18345740,0,3,10,25
8:72812238-72812238,1,2,9,26
13:106971704-106971704,0,3,10,25
10:6085044-6085044,0,4,10,24
10:102593599-102593599,0,3,10,25
3:148947075-148947075,0,4,10,24
8:140220377-140220377,0,3,10,25
11:92234669-92234669,0,3,10,25
1:197397132-197397132,0,3,10,25
2:66709647-66709647,0,3,10,25
11:91467780-91467780,0,3,10,25
12:61551362-61551362,0,4,10,24
4:159472643-159472643,0,3,10,25
10:95256918-95256918,0,3,10,25
3:55876083-55876083,0,3,10,25
18:40672099-40672099,0,4,10,24
16:74418357-74418357,3,0,7,28
12:19586441-19586441,0,3,10,25
2:174933415-174933415,0,3,10,25
1:85651643-85651643,2,3,8,25
4:189916689-189916689,0,3,10,25
18:50225901-50225901,0,4,10,24
16:54993925-54993925,0,3,10,25
11:124793694-124793694,0,3,10,25
20:17331336-17331336,0,3,10,25
11:103144863-103144863,3,0,7,28
7:64405115-64405115,0,3,10,25
6:103017630-103017630,0,3,10,25
17:61832006-61832006,0,3,10,25
4:103637205-103637205,0,3,10,25
16:25744406-25744406,0,3,10,25
10:132843205-132843205,0,3,10,25
7:141993688-141993688,0,3,10,25
10:2522849-2522849,0,3,10,25
1:29728392-29728392,0,3,10,25
2:162761689-162761689,0,3,10,25
2:207469443-207469443,0,3,10,25
1:180215489-180215489,0,3,10,25
1:37041381-37041381,0,3,10,25
5:125034425-125034425,0,3,10,25
5:83123974-83123974,0,3,10,25
7:71663801-71663801,0,4,10,24
1:211172479-211172479,0,4,10,24
10:81545708-81545708,3,0,7,28
13:53056935-53056935,0,3,10,25
5:7107106-7107106,0,3,10,25
5:166994040-166994040,0,4,10,24
2:101300977-101300977,0,3,10,25
2:161687050-161687050,0,3,10,25
6:65563905-65563905,0,4,10,24
10:79478007-79478007,0,4,10,24
8:63355730-63355730,0,3,10,25
X:136428232-136428232,0,3,10,25
2:180084622-180084622,0,3,10,25
1:195914000-195914000,0,3,10,25
7:72356806-72356806,0,3,10,25
4:82077944-82077944,1,8,9,20
1:72150634-72150634,0,4,10,24
8:839020-839020,0,4,10,24
6:53782205-53782205,0,3,10,25
1:83865878-83865878,0,4,10,24
2:22605500-22605500,0,3,10,25
9:114677358-114677358,0,4,10,24
8:55990213-55990213,0,3,10,25
20:21280854-21280854,0,3,10,25
17:81014010-81014010,0,3,10,25
16:29110458-29110458,3,0,7,28
6:1132409-1132409,0,3,10,25
8:50478838-50478838,0,4,10,24
12:3281647-3281647,0,3,10,25
12:107847231-107847231,0,4,10,24
21:39548359-39548359,0,3,10,25
2:144621685-144621685,2,1,8,27
3:133765332-133765332,0,4,10,24
12:83924411-83924411,0,4,10,24
5:27723992-27723992,0,3,10,25
3:102594560-102594560,0,3,10,25
1:244295653-244295653,0,4,10,24
5:112682228-112682228,0,4,10,24
5:5009387-5009387,0,3,10,25
18:32193260-32193260,0,4,10,24
3:85026040-85026040,0,3,10,25
9:24768128-24768128,0,3,10,25
13:42050405-42050405,0,3,10,25
2:125164655-125164655,0,3,10,25
12:59952875-59952875,0,4,10,24
16:15166233-15166233,1,2,9,26
10:17406706-17406706,0,4,10,24
1:12888276-12888276,0,3,10,25
4:118902156-118902156,0,3,10,25
12:41593076-41593076,0,3,10,25
20:33555627-33555627,0,3,10,25
12:14025932-14025932,0,4,10,24
10:46205736-46205736,2,1,8,27
13:110154989-110154989,0,3,10,25
19:37232277-37232277,0,4,10,24
7:12548035-12548035,0,4,10,24
9:115763888-115763888,0,3,10,25
2:72097817-72097817,0,3,10,25
6:125905427-125905427,0,3,10,25
3:23817601-23817601,0,3,10,25
5:142455988-142455988,0,4,10,24
7:94008829-94008829,0,4,10,24
17:26320130-26320130,0,4,10,24
6:156587284-156587284,0,4,10,24
8:42943982-42943982,0,3,10,25
11:103154578-103154578,3,0,7,28
3:88653718-88653718,0,3,10,25
1:145812944-145812944,2,1,8,27
18:48293047-48293047,0,3,10,25
1:160506190-160506190,0,3,10,25
4:188326658-188326658,0,3,10,25
6:165924087-165924087,0,4,10,24
15:28522624-28522624,3,0,7,28
1:192147945-192147945,0,4,10,24
11:37075935-37075935,0,3,10,25
1:12202417-12202417,0,3,10,25
8:41133100-41133100,0,3,10,25
14:84443819-84443819,0,3,10,25
3:36595656-36595656,0,3,10,25
17:62867710-62867710,3,0,7,28
16:85826032-85826032,0,4,10,24
2:13477865-13477865,0,4,10,24
20:15150937-15150937,0,4,10,24
8:14170646-14170646,0,4,10,24
6:24735899-24735899,0,4,10,24
19:30494879-30494879,0,3,10,25
1:210658828-210658828,0,4,10,24
12:43107139-43107139,0,4,10,24
12:3280259-3280259,0,4,10,24
5:114018136-114018136,0,4,10,24
X:147869974-147869974,0,3,10,25
12:34091530-34091530,0,3,10,25
X:99656917-99656917,0,3,10,25
6:154185776-154185776,0,3,10,25
17:32322683-32322683,3,0,7,28
3:89909053-89909053,0,3,10,25
6:69248724-69248724,1,3,9,25
3:157689783-157689783,0,3,10,25
12:128640168-128640168,0,4,10,24
8:5493472-5493472,0,3,10,25
20:26247112-26247112,1,2,9,26
3:107714984-107714984,0,3,10,25
6:126759172-126759172,0,4,10,24
20:50729589-50729589,0,3,10,25
X:153938502-153938502,0,4,10,24
X:78465145-78465145,0,3,10,25
8:66121663-66121663,0,3,10,25
3:12182721-12182721,0,4,10,24
20:14997388-14997388,0,3,10,25
2:145188631-145188631,0,3,10,25
21:31396932-31396932,0,3,10,25
1:196690745-196690745,0,3,10,25
19:21017379-21017379,0,3,10,25
3:24583412-24583412,0,3,10,25
6:87310900-87310900,1,2,9,26
16:83868123-83868123,0,4,10,24
11:42918354-42918354,0,3,10,25
22:36915470-36915470,0,3,10,25
7:86726351-86726351,0,4,10,24
6:89783078-89783078,0,3,10,25
12:23868470-23868470,0,3,10,25
7:122669442-122669442,0,3,10,25
13:114986643-114986643,0,3,10,25
2:206426443-206426443,0,4,10,24
5:57944363-57944363,0,4,10,24
2:53300725-53300725,0,4,10,24
12:60463743-60463743,0,4,10,24
2:31923206-31923206,0,4,10,24
4:72984214-72984214,0,3,10,25
10:14276797-14276797,0,3,10,25
12:131046356-131046356,0,3,10,25
16:6521269-6521269,0,3,10,25
2:142055246-142055246,0,3,10,25
5:40554414-40554414,0,3,10,25
6:128024537-128024537,0,3,10,25
10:49791094-49791094,0,3,10,25
15:23165306-23165306,2,4,8,24
2:226420996-226420996,0,3,10,25
1:222655976-222655976,0,3,10,25
2:126962955-126962955,0,3,10,25
5:12697835-12697835,0,3,10,25
1:155795842-155795842,0,3,10,25
11:63544140-63544140,0,3,10,25
14:47259939-47259939,0,3,10,25
14:86727990-86727990,0,3,10,25
4:146297109-146297109,0,3,10,25
11:121330568-121330568,0,3,10,25
16:64462848-64462848,0,4,10,24
21:29536090-29536090,2,1,8,27
5:28275375-28275375,0,4,10,24
10:91292458-91292458,0,4,10,24
7:154086908-154086908,0,3,10,25
12:103517280-103517280,0,3,10,25
13:51486015-51486015,0,3,10,25
1:4464700-4464700,0,4,10,24
4:184305141-184305141,0,3,10,25
X:101198292-101198292,0,3,10,25
17:54366348-54366348,2,2,8,26
9:91496810-91496810,0,3,10,25
9:72105933-72105933,0,4,10,24
19:14530865-14530865,0,4,10,24
10:56316777-56316777,0,4,10,24
5:62736995-62736995,0,4,10,24
2:202305931-202305931,0,4,10,24
14:44479520-44479520,0,3,10,25
14:84205957-84205957,0,4,10,24
2:185190690-185190690,0,4,10,24
3:94778007-94778007,0,3,10,25
12:39436540-39436540,0,4,10,24
2:233263402-233263402,0,4,10,24
17:52084865-52084865,0,4,10,24
7:103040308-103040308,1,3,9,25
8:34316352-34316352,0,4,10,24
10:81641890-81641890,0,3,10,25
12:83233491-83233491,0,3,10,25
2:127121893-127121893,0,3,10,25
12:22261360-22261360,0,4,10,24
5:128595932-128595932,0,4,10,24
6:12278296-12278296,0,4,10,24
1:57033-57033,3,1,7,27
X:150571081-150571081,0,3,10,25
18:27270429-27270429,0,3,10,25
7:119604879-119604879,0,3,10,25
2:214053729-214053729,0,3,10,25
3:2029202-2029202,3,2,7,26
13:59790659-59790659,0,4,10,24
5:87342447-87342447,0,3,10,25
19:50794132-50794132,0,4,10,24
14:42927025-42927025,0,3,10,25
5:99066514-99066514,0,3,10,25
2:35407322-35407322,0,3,10,25
2:217108382-217108382,0,3,10,25
4:134223739-134223739,0,3,10,25
11:103081553-103081553,0,4,10,24
3:134169867-134169867,0,3,10,25
7:105995843-105995843,0,4,10,24
1:18439333-18439333,0,4,10,24
8:135998505-135998505,0,3,10,25
3:162821838-162821838,0,3,10,25
4:70002063-70002063,1,2,9,26
12:108750046-108750046,2,2,8,26
18:19884416-19884416,0,4,10,24
11:55054754-55054754,2,2,8,26
7:43204769-43204769,0,4,10,24
8:42322801-42322801,0,4,10,24
2:17093919-17093919,0,3,10,25
8:117049138-117049138,0,4,10,24
12:61250334-61250334,0,4,10,24
1:190091117-190091117,0,4,10,24
5:42314086-42314086,0,4,10,24
10:20087656-20087656,0,4,10,24
2:68950952-68950952,0,3,10,25
22:28513931-28513931,0,4,10,24
3:80478604-80478604,2,2,8,26
2:91911350-91911350,1,2,9,26
11:48481355-48481355,2,1,8,27
21:20130168-20130168,0,3,10,25
17:75918548-75918548,0,4,10,24
7:149701633-149701633,1,2,9,26
10:47336627-47336627,3,0,7,28
12:83137582-83137582,0,3,10,25
18:33021482-33021482,0,3,10,25
5:2198920-2198920,0,3,10,25
7:11004990-11004990,0,3,10,25
6:10600740-10600740,0,3,10,25
10:2747065-2747065,0,3,10,25
19:13669278-13669278,0,4,10,24
12:39463510-39463510,0,3,10,25
X:141950083-141950083,0,4,10,24
7:91475407-91475407,0,3,10,25
1:91200826-91200826,0,3,10,25
5:112781077-112781077,0,3,10,25
17:72578979-72578979,0,3,10,25
4:143283533-143283533,0,3,10,25
7:6781227-6781227,0,3,10,25
10:50729294-50729294,0,3,10,25
10:38519911-38519911,0,4,10,24
10:19125803-19125803,0,3,10,25
4:19279732-19279732,0,4,10,24
17:67561143-67561143,0,4,10,24
10:24673357-24673357,0,3,10,25
2:125499503-125499503,0,4,10,24
10:67891401-67891401,0,3,10,25
14:70568884-70568884,0,3,10,25
X:145120613-145120613,0,4,10,24
5:25978267-25978267,0,4,10,24
14:29542142-29542142,0,4,10,24
6:108795239-108795239,0,3,10,25
X:111279186-111279186,3,0,7,28
6:44138801-44138801,0,3,10,25
6:69622786-69622786,0,4,10,24
1:196073713-196073713,0,3,10,25
6:137382346-137382346,2,5,8,23
3:195722892-195722892,1,3,9,25
20:18010659-18010659,0,3,10,25
6:95645748-95645748,0,3,10,25
11:88435688-88435688,0,3,10,25
17:9872347-9872347,0,3,10,25
11:88770249-88770249,0,3,10,25
1:50338397-50338397,0,3,10,25
11:133613285-133613285,0,3,10,25
8:60458169-60458169,0,3,10,25
5:108401025-108401025,0,4,10,24
15:20577518-20577518,0,3,10,25
11:121757154-121757154,0,4,10,24
16:34324682-34324682,0,3,10,25
8:113386615-113386615,0,3,10,25
5:739416-739416,2,2,8,26
18:14300479-14300479,0,3,10,25
16:6098179-6098179,0,3,10,25
3:107720855-107720855,0,3,10,25
12:4919615-4919615,0,4,10,24
19:34169330-34169330,0,3,10,25
X:95096306-95096306,0,4,10,24
5:89109966-89109966,0,3,10,25
11:129157359-129157359,0,4,10,24
8:47903643-47903643,0,3,10,25
6:57000851-57000851,0,3,10,25
10:57215603-57215603,0,3,10,25
2:2029417-2029417,0,4,10,24
7:153859595-153859595,0,4,10,24
2:206784578-206784578,0,3,10,25
16:83220610-83220610,0,4,10,24
1:216736419-216736419,0,4,10,24
8:3671689-3671689,0,3,10,25
13:110064779-110064779,0,4,10,24
3:30214534-30214534,0,3,10,25
2:137145138-137145138,0,4,10,24
22:25988699-25988699,0,4,10,24
1:153293736-153293736,0,3,10,25
5:30959883-30959883,0,3,10,25
18:75850193-75850193,0,3,10,25
18:4400427-4400427,0,3,10,25
12:47573262-47573262,0,3,10,25
7:48436706-48436706,0,4,10,24
X:25789820-25789820,0,4,10,24
3:56368448-56368448,0,3,10,25
6:156515124-156515124,0,4,10,24
1:70598831-70598831,0,3,10,25
8:77587310-77587310,0,4,10,24
11:110402931-110402931,0,4,10,24
8:17679757-17679757,0,3,10,25
17:14320316-14320316,0,3,10,25
17:60600344-60600344,2,1,8,27
10:47336706-47336706,3,0,7,28
6:41350580-41350580,0,3,10,25
16:24229677-24229677,0,4,10,24
5:119752929-119752929,0,3,10,25
19:22988872-22988872,0,3,10,25
18:41886283-41886283,0,3,10,25
10:43347767-43347767,0,3,10,25
4:12905645-12905645,2,1,8,27
1:208668356-208668356,0,3,10,25
12:63368813-63368813,0,4,10,24
8:83207539-83207539,0,4,10,24
2:125580358-125580358,0,3,10,25
2:195819403-195819403,0,4,10,24
16:2623757-2623757,3,0,7,28
21:24213748-24213748,0,3,10,25
8:91854724-91854724,0,4,10,24
7:122763703-122763703,0,4,10,24
1:98530997-98530997,0,3,10,25
6:53990459-53990459,0,4,10,24
2:84761067-84761067,3,0,7,28
1:224061685-224061685,3,0,7,28
10:1364337-1364337,0,3,10,25
8:49121389-49121389,0,3,10,25
6:63507347-63507347,0,3,10,25
5:166836496-166836496,0,4,10,24
X:4073912-4073912,0,3,10,25
5:112998342-112998342,0,4,10,24
11:8857324-8857324,0,3,10,25
2:190876601-190876601,0,4,10,24
4:84031529-84031529,0,3,10,25
6:76662988-76662988,0,4,10,24
16:61392254-61392254,0,3,10,25
22:34511162-34511162,0,4,10,24
6:102814310-102814310,0,3,10,25
11:112552565-112552565,1,2,9,26
3:82520736-82520736,0,3,10,25
13:61359536-61359536,2,2,8,26
10:19455107-19455107,0,4,10,24
8:78123661-78123661,0,3,10,25
X:137621372-137621372,0,3,10,25
12:39827225-39827225,0,3,10,25
12:51265111-51265111,0,4,10,24
10:17221286-17221286,0,4,10,24
6:49003619-49003619,0,4,10,24
11:82578867-82578867,2,2,8,26
15:22312271-22312271,1,2,9,26
2:190568649-190568649,0,3,10,25
7:114576564-114576564,0,3,10,25
6:97576338-97576338,0,4,10,24
2:88371948-88371948,0,4,10,24
22:28950607-28950607,0,4,10,24
18:15064232-15064232,0,3,10,25
6:114691977-114691977,0,3,10,25
X:126415060-126415060,0,4,10,24
3:76226248-76226248,0,3,10,25
7:46025566-46025566,0,4,10,24
1:95471546-95471546,0,4,10,24
14:49473404-49473404,0,3,10,25
6:74937814-74937814,0,4,10,24
4:183010972-183010972,0,3,10,25
1:242995611-242995611,0,4,10,24
6:10509212-10509212,0,3,10,25
5:164931731-164931731,0,3,10,25
2:32157919-32157919,0,3,10,25
11:26723139-26723139,0,3,10,25
12:11995030-11995030,3,0,7,28
16:31974062-31974062,0,4,10,24
11:94006836-94006836,0,4,10,24
4:88999953-88999953,0,3,10,25
5:157499325-157499325,0,3,10,25
11:40980562-40980562,0,3,10,25
5:22492674-22492674,0,4,10,24
3:144532442-144532442,0,4,10,24
X:145157645-145157645,0,3,10,25
X:140562440-140562440,0,3,10,25
12:104418588-104418588,0,3,10,25
8:2413396-2413396,0,3,10,25
3:157762569-157762569,0,4,10,24
8:3059633-3059633,0,3,10,25
11:1902442-1902442,0,3,10,25
11:97843673-97843673,0,3,10,25
7:103548805-103548805,0,4,10,24
3:137081780-137081780,0,3,10,25
7:5019026-5019026,1,2,9,26
3:81311569-81311569,0,3,10,25
1:113310741-113310741,0,3,10,25
4:57302517-57302517,0,3,10,25
18:8286642-8286642,0,4,10,24
1:48422527-48422527,1,2,9,26
12:67645033-67645033,0,3,10,25
19:53990041-53990041,0,3,10,25
5:42890402-42890402,3,0,7,28
3:152679376-152679376,0,4,10,24
10:7275246-7275246,0,4,10,24
8:25607448-25607448,0,3,10,25
6:94171388-94171388,0,3,10,25
14:55469537-55469537,0,3,10,25
8:128862573-128862573,0,3,10,25
21:23374364-23374364,0,3,10,25
15:39406551-39406551,0,3,10,25
1:158839618-158839618,0,3,10,25
9:10638435-10638435,0,3,10,25
15:94077617-94077617,0,3,10,25
16:71841781-71841781,0,3,10,25
10:70475761-70475761,0,4,10,24
3:83237108-83237108,0,3,10,25
10:79425120-79425120,0,4,10,24
3:82522787-82522787,0,4,10,24
14:37026783-37026783,0,4,10,24
13:57340470-57340470,0,3,10,25
13:59012559-59012559,0,3,10,25
8:50239912-50239912,0,4,10,24
4:141991041-141991041,0,3,10,25
17:6257123-6257123,0,4,10,24
X:121921193-121921193,0,3,10,25
15:37099677-37099677,0,3,10,25
1:79226753-79226753,0,3,10,25
3:88532658-88532658,0,4,10,24
2:81220514-81220514,0,4,10,24
1:22115101-22115101,0,3,10,25
10:10158593-10158593,0,4,10,24
4:34876883-34876883,0,3,10,25
20:48127511-48127511,0,3,10,25
10:35727557-35727557,0,3,10,25
2:69074235-69074235,0,3,10,25
13:111056277-111056277,0,3,10,25
12:21895932-21895932,0,4,10,24
1:202700887-202700887,0,3,10,25
X:120774793-120774793,0,3,10,25
12:69520234-69520234,0,4,10,24
1:143358248-143358248,0,3,10,25
19:38663924-38663924,0,4,10,24
5:106470081-106470081,0,3,10,25
1:226212958-226212958,0,3,10,25
1:40235489-40235489,0,5,10,23
4:59441568-59441568,0,4,10,24
2:36248619-36248619,0,3,10,25
5:170487899-170487899,0,3,10,25
2:221695104-221695104,0,3,10,25
2:204942422-204942422,0,3,10,25
14:66443887-66443887,0,3,10,25
4:168669642-168669642,3,0,7,28
1:47315433-47315433,0,4,10,24
2:211147791-211147791,0,4,10,24
11:58415484-58415484,0,3,10,25
13:68001350-68001350,0,3,10,25
X:21038144-21038144,0,3,10,25
8:64100714-64100714,0,3,10,25
X:154437543-154437543,0,3,10,25
12:98619532-98619532,0,3,10,25
3:181366278-181366278,0,3,10,25
16:60622567-60622567,0,3,10,25
X:74911598-74911598,2,7,8,21
7:20121648-20121648,0,3,10,25
13:109099187-109099187,0,3,10,25
5:174859873-174859873,0,3,10,25
1:187768574-187768574,0,3,10,25
3:180663454-180663454,0,4,10,24
4:17811843-17811843,0,3,10,25
6:9230429-9230429,0,3,10,25
18:3825172-3825172,0,4,10,24
X:9115014-9115014,0,5,10,23
9:10997805-10997805,0,4,10,24
3:179915821-179915821,0,3,10,25
8:137652547-137652547,0,4,10,24
15:83265976-83265976,0,4,10,24
3:158949776-158949776,0,3,10,25
3:146917534-146917534,0,4,10,24
3:85111939-85111939,0,3,10,25
7:65609621-65609621,0,4,10,24
11:27050417-27050417,0,4,10,24
X:29015436-29015436,0,3,10,25
2:227807945-227807945,0,4,10,24
4:3916998-3916998,1,3,9,25
4:132815272-132815272,1,7,9,21
9:11828255-11828255,0,4,10,24
1:196921468-196921468,0,3,10,25
5:92511221-92511221,0,3,10,25
2:147303518-147303518,0,4,10,24
11:134000533-134000533,0,3,10,25
8:91005918-91005918,0,4,10,24
1:177169690-177169690,0,3,10,25
12:73269226-73269226,0,3,10,25
6:29133589-29133589,0,3,10,25
1:112915965-112915965,0,3,10,25
3:9878537-9878537,0,4,10,24
19:43390059-43390059,3,1,7,27
18:28146391-28146391,0,4,10,24
3:13169265-13169265,0,3,10,25
12:77927807-77927807,0,4,10,24
8:24526795-24526795,0,4,10,24
20:54697500-54697500,3,2,7,26
2:199394356-199394356,0,4,10,24
3:68305536-68305536,0,3,10,25
13:102457039-102457039,3,0,7,28
16:24483898-24483898,0,3,10,25
12:126838120-126838120,0,4,10,24
18:11313102-11313102,0,3,10,25
6:63897891-63897891,0,4,10,24
7:63454118-63454118,0,4,10,24
6:9410307-9410307,0,4,10,24
9:19054613-19054613,3,1,7,27
6:47192268-47192268,0,4,10,24
15:42028233-42028233,0,4,10,24
6:134362241-134362241,0,3,10,25
4:66878185-66878185,1,3,9,25
3:146087931-146087931,0,3,10,25
16:17381049-17381049,0,4,10,24
2:199732755-199732755,0,3,10,25
15:20537885-20537885,3,0,7,28
3:84777335-84777335,0,4,10,24
15:88361081-88361081,0,3,10,25
4:3886343-3886343,1,7,9,21
1:184016575-184016575,0,4,10,24
2:3284684-3284684,0,4,10,24
10:82709167-82709167,0,4,10,24
X:92986196-92986196,0,3,10,25
8:86982730-86982730,0,4,10,24
13:79395577-79395577,0,4,10,24
5:114837023-114837023,0,3,10,25
8:113083237-113083237,0,4,10,24
18:40995262-40995262,0,3,10,25
4:152618387-152618387,0,3,10,25
6:102426241-102426241,0,3,10,25
10:135431093-135431093,0,4,10,24
