Name1	Name2
ENSG00000256802	AC022613.1
ENSG00000234071	AC010099.3
ENSG00000224513	AC109309.1
ENSG00000233571	AL592043.1
ENSG00000127415	IDUA
ENSG00000253260	AC087664.1
ENSG00000005194	CIAPIN1
ENSG00000166233	ARIH1
ENSG00000235199	CYP2C58P
ENSG00000238631	
ENSG00000110987	BCL7A
ENSG00000188755	TBC1D3P2
ENSG00000129028	THAP10
ENSG00000238835	SCARNA18
ENSG00000258197	NKX2-2-AS1
ENSG00000265194	AL359922.2
ENSG00000258912	LINC02316
ENSG00000271337	NDE1P2
ENSG00000163728	TTC14
ENSG00000236869	AC099669.1
ENSG00000200741	RNA5SP161
ENSG00000129354	AP1M2
ENSG00000219575	AL035467.1
ENSG00000148082	SHC3
ENSG00000186432	KPNA4
ENSG00000267035	AC015911.2
ENSG00000239862	IGKV1-37
ENSG00000225639	PGAM1P2
ENSG00000255193	AC100768.2
ENSG00000115866	DARS
ENSG00000128487	SPECC1
ENSG00000235872	AC078777.1
ENSG00000252322	RN7SKP244
ENSG00000144596	GRIP2
ENSG00000162813	BPNT1
ENSG00000255073	ZFP91-CNTF
ENSG00000180881	CAPS2
ENSG00000188868	ZNF563
ENSG00000260192	LINC02240
ENSG00000212413	RNU11-3P
ENSG00000260008	AP001527.1
ENSG00000261959	AC015909.3
ENSG00000213612	FAM220CP
ENSG00000117143	UAP1
ENSG00000149927	DOC2A
ENSG00000262120	AC010547.6
ENSG00000211815	TRAV36DV7
ENSG00000232043	AL133230.1
ENSG00000248673	LINC01331
ENSG00000253538	AC008662.2
ENSG00000225310	DNAJC19P4
ENSG00000250514	LINC02125
ENSG00000250411	
ENSG00000224048	AC104777.1
ENSG00000235097	LINC00330
ENSG00000259983	AC018845.2
ENSG00000113205	PCDHB3
ENSG00000135111	TBX3
ENSG00000138379	MSTN
ENSG00000238043	AC024559.1
ENSG00000114544	SLC41A3
ENSG00000260970	AC006288.1
ENSG00000173825	TIGD3
ENSG00000272098	
ENSG00000150628	SPATA4
ENSG00000231656	FAM90A18P
ENSG00000164904	ALDH7A1
ENSG00000151360	ALLC
ENSG00000138684	IL21
ENSG00000187954	CYHR1
ENSG00000228549	BX284668.2
ENSG00000221096	
ENSG00000114742	WDR48
ENSG00000206662	RF00019
ENSG00000228081	AC092810.2
ENSG00000271002	AC129492.5
ENSG00000257120	AL356756.1
ENSG00000165837	ERICH6B
ENSG00000230310	AC010422.1
ENSG00000169871	TRIM56
ENSG00000139330	KERA
ENSG00000100221	JOSD1
ENSG00000139574	NPFF
ENSG00000116690	PRG4
ENSG00000248176	AC109349.1
ENSG00000250042	LINC02514
ENSG00000224331	AC019181.1
ENSG00000259747	
ENSG00000177628	GBA
ENSG00000227881	ASS1P5
ENSG00000211695	TRGV9
ENSG00000270849	CHCHD2P3
ENSG00000256108	AC135586.1
ENSG00000152256	PDK1
ENSG00000106105	GARS
ENSG00000238269	PAGE2B
ENSG00000254489	AL136088.1
ENSG00000223389	SDCBP2P1
ENSG00000181938	GINS3
ENSG00000201435	RNU4-24P
ENSG00000187068	C3orf70
ENSG00000204842	ATXN2
ENSG00000253220	AC084116.1
ENSG00000185862	EVI2B
ENSG00000011465	DCN
ENSG00000238898	RNU1-80P
ENSG00000135414	GDF11
ENSG00000185390	FGF7P2
ENSG00000221176	MIR1207
ENSG00000263321	AC024361.3
ENSG00000230024	
ENSG00000026950	BTN3A1
ENSG00000250942	ENPP7P11
ENSG00000200728	RNU6-271P
ENSG00000064886	CHI3L2
ENSG00000270402	AC011458.1
ENSG00000265435	MIR3121
ENSG00000181903	OR4C6
ENSG00000138780	GSTCD
ENSG00000242095	
ENSG00000221395	
ENSG00000251371	AC010634.1
ENSG00000267432	DNAH17-AS1
ENSG00000266732	
ENSG00000207100	RF00393
ENSG00000230470	AL078645.1
ENSG00000271664	AC004890.3
ENSG00000129810	SGO1
ENSG00000102710	SUPT20H
ENSG00000165490	DDIAS
ENSG00000235172	LINC01366
ENSG00000259721	AC090877.2
ENSG00000248242	AC004053.1
ENSG00000251032	CUL1P1
ENSG00000258135	LINC02396
ENSG00000270378	AC020891.4
ENSG00000222230	RNA5SP158
ENSG00000241741	RPL7AP30
ENSG00000252880	
ENSG00000250591	PRSS3P1
ENSG00000238714	
ENSG00000264539	MIR548AR
ENSG00000125967	NECAB3
ENSG00000204632	HLA-G
ENSG00000164100	NDST3
ENSG00000169933	FRMPD4
ENSG00000223149	
ENSG00000085274	MYNN
ENSG00000249521	LINC02114
ENSG00000111358	GTF2H3
ENSG00000142279	WTIP
ENSG00000168393	DTYMK
ENSG00000134548	SPX
ENSG00000235106	BRD3OS
ENSG00000177679	SRRM3
ENSG00000241942	RPS20P20
ENSG00000264272	AC100786.2
ENSG00000250635	CXXC5-AS1
ENSG00000220721	OR1F12
ENSG00000263783	MIR5590
ENSG00000205213	LGR4
ENSG00000238460	
ENSG00000134882	UBAC2
ENSG00000154822	PLCL2
ENSG00000256167	ATF4P4
ENSG00000254277	AC009446.1
ENSG00000262624	AC113189.1
ENSG00000082293	COL19A1
ENSG00000214784	AC010468.1
ENSG00000035499	DEPDC1B
ENSG00000164050	PLXNB1
ENSG00000271543	AC021443.1
ENSG00000007402	CACNA2D2
ENSG00000100439	ABHD4
ENSG00000265727	RN7SL648P
ENSG00000154240	CEP112
ENSG00000174130	TLR6
ENSG00000253264	
ENSG00000261608	SLC25A1P4
ENSG00000262246	CORO7
ENSG00000259987	DUX4L46
ENSG00000182050	MGAT4C
ENSG00000270990	AC069304.2
ENSG00000239706	AC117392.1
ENSG00000166128	RAB8B
ENSG00000185386	MAPK11
ENSG00000139921	TMX1
ENSG00000235879	FAR1P1
ENSG00000253311	LINC01847
ENSG00000136052	SLC41A2
ENSG00000113384	GOLPH3
ENSG00000204625	HCG9
ENSG00000160360	GPSM1
ENSG00000148773	MKI67
ENSG00000240350	AC017002.3
ENSG00000221619	
ENSG00000259288	BUB1B-PAK6
ENSG00000267043	
ENSG00000066926	FECH
ENSG00000263382	AC018371.1
ENSG00000129474	AJUBA
ENSG00000254603	OR5M6P
ENSG00000261209	SULT1C2P2
ENSG00000237481	AL117350.1
ENSG00000260064	AC092332.1
ENSG00000254482	AP003102.1
ENSG00000250658	AC097652.1
ENSG00000100209	HSCB
ENSG00000205482	SPDYE18
ENSG00000259543	AC060809.1
ENSG00000233920	AL162595.2
ENSG00000115526	CHST10
ENSG00000242110	AMACR
ENSG00000111275	ALDH2
ENSG00000172531	PPP1CA
ENSG00000243058	RPL39P33
ENSG00000176014	TUBB6
ENSG00000260894	AC027682.3
ENSG00000109270	LAMTOR3
ENSG00000241316	SUCLG2-AS1
ENSG00000267913	
ENSG00000111843	TMEM14C
ENSG00000162636	FAM102B
ENSG00000255863	AC073610.2
ENSG00000238923	RNU7-1
ENSG00000231478	FCF1P9
ENSG00000236892	AL357833.2
ENSG00000251176	AC074254.1
ENSG00000137414	FAM8A1
ENSG00000165655	ZNF503
ENSG00000111642	CHD4
ENSG00000185238	PRMT3
ENSG00000262481	TMEM256-PLSCR3
ENSG00000257510	LINC02402
ENSG00000248576	AC023794.2
ENSG00000231606	AL357873.1
ENSG00000116285	ERRFI1
ENSG00000164053	ATRIP
ENSG00000257943	AC084879.1
ENSG00000253426	AC022784.3
ENSG00000254267	AP003438.1
ENSG00000215066	
ENSG00000176472	ZNF575
ENSG00000233606	OR6C66P
ENSG00000108298	RPL19
ENSG00000186086	NBPF6
ENSG00000221971	TTC4P1
ENSG00000265730	
ENSG00000173064	HECTD4
ENSG00000224413	AP001476.1
ENSG00000166912	MTMR10
ENSG00000240344	PPIL3
ENSG00000259832	CYP4A26P
ENSG00000231329	AL031772.1
ENSG00000269988	
ENSG00000102362	SYTL4
ENSG00000132507	EIF5A
ENSG00000005379	TSPOAP1
ENSG00000265020	
ENSG00000234215	AC006012.1
ENSG00000100154	TTC28
ENSG00000116703	PDC
ENSG00000256271	CACNA1C-AS2
ENSG00000255492	AC104383.1
ENSG00000131023	LATS1
ENSG00000229183	PGA4
ENSG00000006757	PNPLA4
ENSG00000249734	LINC02236
ENSG00000224375	AC009276.1
ENSG00000158941	CCAR2
ENSG00000249688	AC022447.6
ENSG00000230391	RPSAP23
ENSG00000155096	AZIN1
ENSG00000212607	SNORA3B
ENSG00000200084	SNORD68
ENSG00000258703	AL161757.3
ENSG00000234705	HMGA1P4
ENSG00000264729	AC022596.1
ENSG00000238701	
ENSG00000240579	AC006529.1
ENSG00000219463	RPSAP42
ENSG00000163092	XIRP2
ENSG00000201569	SNORD114-17
ENSG00000170166	HOXD4
ENSG00000235702	
ENSG00000185897	FFAR3
ENSG00000112303	VNN2
ENSG00000265574	WDR45BP1
ENSG00000251189	AC010425.1
ENSG00000267440	AC004149.1
ENSG00000196092	PAX5
ENSG00000187553	CYP26C1
ENSG00000159352	PSMD4
ENSG00000242828	AC068756.1
ENSG00000268293	AC008751.1
ENSG00000262313	AC127496.3
ENSG00000252297	RNU6-875P
ENSG00000075886	TUBA3D
ENSG00000088726	TMEM40
ENSG00000102221	JADE3
ENSG00000259129	LINC00648
ENSG00000221808	MIR1256
ENSG00000230537	AL158071.2
ENSG00000105397	TYK2
ENSG00000271546	AC245389.1
ENSG00000161849	KRT84
ENSG00000226395	MRPS21P5
ENSG00000186185	KIF18B
ENSG00000113742	CPEB4
ENSG00000155530	LRGUK
ENSG00000118873	RAB3GAP2
ENSG00000142484	TM4SF5
ENSG00000253852	AC011383.1
ENSG00000197479	PCDHB11
ENSG00000252003	RNU7-154P
ENSG00000256171	GCSHP4
ENSG00000234719	NPIPB2
ENSG00000232036	AL078645.2
ENSG00000269901	AC010531.5
ENSG00000267575	AC006504.5
ENSG00000110274	CEP164
ENSG00000100379	KCTD17
ENSG00000162702	ZNF281
ENSG00000154654	NCAM2
ENSG00000169621	APLF
ENSG00000249770	MTND6P17
ENSG00000232314	PSMC1P13
ENSG00000254840	AC024405.2
ENSG00000099290	WASHC2A
ENSG00000238457	RNU7-169P
ENSG00000121236	TRIM6
ENSG00000207580	MIR526B
ENSG00000174326	SLC16A11
ENSG00000269866	
ENSG00000239985	AC073210.2
ENSG00000124635	HIST1H2BJ
ENSG00000241874	TOMM22P6
ENSG00000249102	AC034223.1
ENSG00000263565	
ENSG00000249306	LINC01411
ENSG00000234851	RPL23AP42
ENSG00000162641	AKNAD1
ENSG00000270207	AC068313.1
ENSG00000251266	LINC02429
ENSG00000244754	N4BP2L2
ENSG00000250416	SEC63P2
ENSG00000265739	AC104984.3
ENSG00000228049	POLR2J2
ENSG00000004455	AK2
ENSG00000070193	FGF10
ENSG00000133962	CATSPERB
ENSG00000141499	WRAP53
ENSG00000203632	
ENSG00000239677	PDZRN3-AS1
ENSG00000215549	
ENSG00000130590	SAMD10
ENSG00000267124	AC016588.1
ENSG00000273180	AC019193.3
ENSG00000241241	KRTAP4-16
ENSG00000133316	WDR74
ENSG00000211817	TRAV38-2DV8
ENSG00000204650	LINC02210
ENSG00000185262	UBALD2
ENSG00000090659	CD209
ENSG00000224968	LINC01645
ENSG00000199571	RF00414
ENSG00000260953	AC009093.4
ENSG00000220340	MTCO1P56
ENSG00000133958	UNC79
ENSG00000140350	ANP32A
ENSG00000251308	MRPS33P3
ENSG00000104881	PPP1R13L
ENSG00000267177	AP002505.1
ENSG00000119782	FKBP1B
ENSG00000172175	MALT1
ENSG00000224602	RPS26P5
ENSG00000233615	HNRNPA1P42
ENSG00000255757	AC087894.1
ENSG00000164451	CALHM4
ENSG00000261790	AC005606.2
ENSG00000105339	DENND3
ENSG00000270949	
ENSG00000237875	AL353691.2
ENSG00000137265	IRF4
ENSG00000251613	AC063979.2
ENSG00000270761	AL355353.1
ENSG00000235582	AL365258.2
ENSG00000165804	ZNF219
ENSG00000204540	PSORS1C1
ENSG00000215417	MIR17HG
ENSG00000268101	CYP2G2P
ENSG00000208034	
ENSG00000236397	DDX11L2
ENSG00000221007	
ENSG00000143515	ATP8B2
ENSG00000198914	POU3F3
ENSG00000118257	NRP2
ENSG00000114062	UBE3A
ENSG00000263741	MIR548AS
ENSG00000144724	PTPRG
ENSG00000214351	OR1X5P
ENSG00000173548	SNX33
ENSG00000187475	HIST1H1T
ENSG00000234869	AL021392.1
ENSG00000029363	BCLAF1
ENSG00000206102	KRTAP19-8
ENSG00000114853	ZBTB47
ENSG00000262700	AC133552.3
ENSG00000205730	ITPRIPL2
ENSG00000264617	AC233702.4
ENSG00000204949	FAM83A-AS1
ENSG00000251107	PDCD5P2
ENSG00000264853	AC011933.2
ENSG00000232742	RHOQP2
ENSG00000258981	COX5AP2
ENSG00000249316	AF131216.2
ENSG00000171291	ZNF439
ENSG00000181847	TIGIT
ENSG00000068985	PAGE1
ENSG00000213523	SRA1
ENSG00000226083	SLC39A12-AS1
ENSG00000226711	FAM66C
ENSG00000055813	CCDC85A
ENSG00000205726	ITSN1
ENSG00000255341	OR8Q1P
ENSG00000204283	LINC01973
ENSG00000151136	BTBD11
ENSG00000244414	CFHR1
ENSG00000135476	ESPL1
ENSG00000211455	STK38L
ENSG00000237632	S100A11P1
ENSG00000261104	AC093904.4
ENSG00000087884	AAMDC
ENSG00000116668	SWT1
ENSG00000179364	PACS2
ENSG00000234973	AL355989.1
ENSG00000174989	FBXW8
ENSG00000249617	AC106872.7
ENSG00000206190	ATP10A
ENSG00000181837	OR5D17P
ENSG00000131409	LRRC4B
ENSG00000273330	CYP4F36P
ENSG00000238324	RN7SKP198
ENSG00000207163	RNU6-905P
ENSG00000254353	
ENSG00000224216	AC234781.1
ENSG00000258887	AL160237.2
ENSG00000233060	AC016700.3
ENSG00000163902	RPN1
ENSG00000211681	IGLJ5
ENSG00000143228	NUF2
ENSG00000166167	BTRC
ENSG00000206337	HCP5
ENSG00000249721	AC112206.3
ENSG00000131711	MAP1B
ENSG00000223508	RPL23AP53
ENSG00000101361	NOP56
ENSG00000144909	OSBPL11
ENSG00000229511	GAS2L1P1
ENSG00000188760	TMEM198
ENSG00000129083	COPB1
ENSG00000261540	AC079414.1
ENSG00000188993	LRRC66
ENSG00000152147	GEMIN6
ENSG00000251825	RN7SKP19
ENSG00000230316	FEZF1-AS1
ENSG00000184344	GDF3
ENSG00000266416	AC130289.2
ENSG00000171227	TMEM37
ENSG00000166862	CACNG2
ENSG00000260183	AC108097.1
ENSG00000256751	PLBD1-AS1
ENSG00000223970	AC074397.1
ENSG00000258637	AC008056.1
ENSG00000110931	CAMKK2
ENSG00000006695	COX10
ENSG00000154556	SORBS2
ENSG00000164342	TLR3
ENSG00000158062	UBXN11
ENSG00000204511	MCCD1
ENSG00000188467	SLC24A5
ENSG00000117448	AKR1A1
ENSG00000251934	RNU6-1143P
ENSG00000259810	AC002519.1
ENSG00000249572	AC034231.1
ENSG00000249842	AC010486.3
ENSG00000249203	LINC02224
ENSG00000179335	CLK3
ENSG00000256079	AC092451.2
ENSG00000257524	AL157935.2
ENSG00000146063	TRIM41
ENSG00000201565	RF00019
ENSG00000250539	KRT8P33
ENSG00000106333	PCOLCE
ENSG00000265141	RN7SL451P
ENSG00000101134	DOK5
ENSG00000258784	AL355773.1
ENSG00000269859	AC008735.3
ENSG00000138068	SULT6B1
ENSG00000008128	CDK11A
ENSG00000100347	SAMM50
ENSG00000221874	ZNF816-ZNF321P
ENSG00000234634	LINC02093
ENSG00000156787	TBC1D31
ENSG00000238427	RNU7-136P
ENSG00000248300	LINC02360
ENSG00000080031	PTPRH
ENSG00000182330	PRAMEF8
ENSG00000113407	TARS
ENSG00000207704	MIR548AA1
ENSG00000201856	RNA5SP331
ENSG00000184698	OR51M1
ENSG00000235008	AL023775.1
ENSG00000123496	IL13RA2
ENSG00000101019	UQCC1
ENSG00000223023	RF00019
ENSG00000198912	C1orf174
ENSG00000170948	MBD3L1
ENSG00000227707	SDAD1P3
ENSG00000243959	RN7SL684P
ENSG00000215339	ZNF705CP
ENSG00000260958	AC023824.3
ENSG00000167531	LALBA
ENSG00000134317	GRHL1
ENSG00000272192	AC100812.1
ENSG00000183486	MX2
ENSG00000136935	GOLGA1
ENSG00000137154	RPS6
ENSG00000265028	MIR4792
ENSG00000231976	FAM238B
ENSG00000264903	
ENSG00000244399	RN7SL251P
ENSG00000201827	RF00438
ENSG00000263370	AC104564.1
ENSG00000137225	CAPN11
ENSG00000213839	TMX2P1
ENSG00000239767	AC108733.1
ENSG00000136933	RABEPK
ENSG00000182287	AP1S2
ENSG00000185701	OR5M5P
ENSG00000241464	RPL39P38
ENSG00000225933	AC133965.1
ENSG00000214434	NIFKP1
ENSG00000182796	TMEM198B
ENSG00000073146	MOV10L1
ENSG00000185596	WASH3P
ENSG00000189196	LINC00994
ENSG00000236233	
ENSG00000253459	
ENSG00000170803	
ENSG00000254618	TMED10P1
ENSG00000002919	SNX11
ENSG00000071909	MYO3B
ENSG00000260482	AC008870.1
ENSG00000168806	LCMT2
ENSG00000153066	TXNDC11
ENSG00000240758	AC010655.2
ENSG00000231104	AC022395.1
ENSG00000238656	
ENSG00000241935	HOGA1
ENSG00000201367	RNU6-522P
ENSG00000211952	IGHV4-28
ENSG00000224927	NDUFA5P10
ENSG00000256383	
ENSG00000169220	RGS14
ENSG00000155026	RSPH10B
ENSG00000229859	PGA3
ENSG00000178928	TPRX1
ENSG00000226915	AC068137.1
ENSG00000233973	LINC01360
ENSG00000228480	AC130464.1
ENSG00000268913	
ENSG00000271131	PPIAP75
ENSG00000100014	SPECC1L
ENSG00000213771	KRT8P37
ENSG00000167182	SP2
ENSG00000254854	AP003390.1
ENSG00000237532	AC012451.1
ENSG00000243554	AC004967.1
ENSG00000272308	AC104113.1
ENSG00000207653	MIR558
ENSG00000116754	SRSF11
ENSG00000249493	ANKRD20A18P
ENSG00000234117	AL445224.1
ENSG00000140990	NDUFB10
ENSG00000111707	SUDS3
ENSG00000231069	BX842568.3
ENSG00000262302	AC003688.1
ENSG00000267751	AC009005.1
ENSG00000254407	PHBP17
ENSG00000263955	RN7SL850P
ENSG00000212533	RF00072
ENSG00000258314	AL589182.1
ENSG00000119888	EPCAM
ENSG00000014216	CAPN1
ENSG00000255446	AP003064.2
ENSG00000254451	AC091534.1
ENSG00000169016	E2F6
ENSG00000230583	GTF2IRD1P1
ENSG00000234469	CLDN34
ENSG00000198354	DCAF12L2
ENSG00000260792	LINC02280
ENSG00000273145	BX537318.1
ENSG00000198795	ZNF521
ENSG00000186205	MARC1
ENSG00000149557	FEZ1
ENSG00000236021	AL359265.3
ENSG00000121067	SPOP
ENSG00000168710	AHCYL1
ENSG00000150361	KLHL1
ENSG00000265499	MIR3156-2
ENSG00000258771	BCAR1P2
ENSG00000156234	CXCL13
ENSG00000227868	TEX46
ENSG00000207025	RF00019
ENSG00000106624	AEBP1
ENSG00000254789	AC073172.1
ENSG00000256043	CTSO
ENSG00000145675	PIK3R1
ENSG00000090661	CERS4
ENSG00000205534	SMG1P2
ENSG00000150722	PPP1R1C
ENSG00000197121	PGAP1
ENSG00000236407	HMGB1P18
ENSG00000134954	ETS1
ENSG00000241839	PLEKHO2
ENSG00000086544	ITPKC
ENSG00000225096	AL445250.1
ENSG00000261872	AC002558.2
ENSG00000236356	AC079584.1
ENSG00000254020	AC104211.4
ENSG00000168395	ING5
ENSG00000228184	SNX19P1
ENSG00000228797	FAM207BP
ENSG00000161040	FBXL13
ENSG00000250034	AC131956.1
ENSG00000271119	AC026412.3
ENSG00000266076	AC004805.1
ENSG00000230063	AL360091.2
ENSG00000224299	MTATP6P16
ENSG00000102241	HTATSF1
ENSG00000156925	ZIC3
ENSG00000118260	CREB1
ENSG00000224978	BX682237.1
ENSG00000206690	RF00019
ENSG00000270839	AC091393.1
ENSG00000252005	RNU4ATAC8P
ENSG00000234610	
ENSG00000235565	
ENSG00000254953	AP001803.1
ENSG00000169402	RSPH10B2
ENSG00000239079	RF01210
ENSG00000189306	RRP7A
ENSG00000201384	RF00421
ENSG00000163479	SSR2
ENSG00000198863	RUNDC1
ENSG00000163946	FAM208A
ENSG00000162222	TTC9C
ENSG00000129152	MYOD1
ENSG00000235062	BCRP5
ENSG00000114656	KIAA1257
ENSG00000116871	MAP7D1
ENSG00000179520	SLC17A8
ENSG00000197061	HIST1H4C
ENSG00000228057	SEC63P1
ENSG00000254697	COPS8P3
ENSG00000143556	S100A7
ENSG00000239820	RN7SL213P
ENSG00000183283	DAZAP2
ENSG00000227824	AC122136.1
ENSG00000204538	PSORS1C2
ENSG00000263753	LINC00667
ENSG00000270524	QTRT1P1
ENSG00000251421	AC016556.1
ENSG00000219738	CD83P1
ENSG00000187516	HYPM
ENSG00000185761	ADAMTSL5
ENSG00000249048	TRAV31
ENSG00000148303	RPL7A
ENSG00000160392	C19orf47
ENSG00000270326	AL021997.1
ENSG00000249581	CLRN2
ENSG00000169508	GPR183
ENSG00000272904	AL390726.3
ENSG00000266877	AC007923.4
ENSG00000197757	HOXC6
ENSG00000132481	TRIM47
ENSG00000082512	TRAF5
ENSG00000197937	ZNF347
ENSG00000254516	AC103798.1
ENSG00000271709	AC017033.1
ENSG00000031081	ARHGAP31
ENSG00000164972	C9orf24
ENSG00000243440	
ENSG00000263632	
ENSG00000139865	TTC6
ENSG00000225255	LINC01297
ENSG00000167721	TSR1
ENSG00000151655	ITIH2
ENSG00000109321	AREG
ENSG00000129534	MIS18BP1
ENSG00000215863	
ENSG00000173442	EHBP1L1
ENSG00000158691	ZSCAN12
ENSG00000089597	GANAB
ENSG00000233866	AC145543.1
ENSG00000070985	TRPM5
ENSG00000265189	
ENSG00000252888	RF00322
ENSG00000200872	RNA5SP456
ENSG00000065618	COL17A1
ENSG00000138442	WDR12
ENSG00000212248	RNU6-750P
ENSG00000264324	AC006030.1
ENSG00000105479	CCDC114
ENSG00000272004	FO704657.1
ENSG00000171385	KCND3
ENSG00000014257	ACPP
ENSG00000254334	AC021355.1
ENSG00000214732	AL096814.1
ENSG00000227028	SLC8A1-AS1
ENSG00000109332	UBE2D3
ENSG00000008323	PLEKHG6
ENSG00000270523	AC124303.1
ENSG00000085117	CD82
ENSG00000089876	DHX32
ENSG00000011638	TMEM159
ENSG00000243290	IGKV1-12
ENSG00000237263	MAPK6PS3
ENSG00000228528	AC068057.1
ENSG00000270988	AC019257.2
ENSG00000259465	AHCYP7
ENSG00000273247	AC097376.2
ENSG00000163083	INHBB
ENSG00000132563	REEP2
ENSG00000227038	GTF2IP7
ENSG00000272191	
ENSG00000267988	
ENSG00000174977	AC026271.1
ENSG00000202542	RF00019
ENSG00000089280	FUS
ENSG00000228121	PHBP3
ENSG00000130595	TNNT3
ENSG00000205882	DEFB134
ENSG00000115850	LCT
ENSG00000255111	AP006587.3
ENSG00000137193	PIM1
ENSG00000263643	MIR4515
ENSG00000147378	FATE1
ENSG00000267061	AC090213.1
ENSG00000196243	LINC00615
ENSG00000169403	PTAFR
ENSG00000242048	AC093583.1
ENSG00000267501	AC104365.2
ENSG00000234857	HNRNPUL2-BSCL2
ENSG00000215812	ZNF847P
ENSG00000180138	CSNK1A1L
ENSG00000237711	MTCO3P11
ENSG00000237184	
ENSG00000249449	MRPL57P6
ENSG00000267025	
ENSG00000262980	OR52L2P
ENSG00000257950	P2RX5-TAX1BP3
ENSG00000241305	ACTG1P13
ENSG00000183378	OVCH2
ENSG00000252892	RNU6-548P
ENSG00000264538	SUZ12P1
ENSG00000234466	AL590240.2
ENSG00000169214	OR6F1
ENSG00000203438	
ENSG00000122965	RBM19
ENSG00000123843	C4BPB
ENSG00000225826	LINC00626
ENSG00000270504	AL391422.3
ENSG00000072657	TRHDE
ENSG00000266818	AP005901.4
ENSG00000251532	AC091849.2
ENSG00000254392	AC090539.2
ENSG00000179082	C9orf106
ENSG00000243122	AC016304.1
ENSG00000264657	MIR3171
ENSG00000103647	CORO2B
ENSG00000251056	ANKRD20A17P
ENSG00000200873	RNA5SP399
ENSG00000167644	C19orf33
ENSG00000266792	
ENSG00000242705	ICE2P2
ENSG00000161634	DCD
ENSG00000249971	AC104116.1
ENSG00000038945	MSR1
ENSG00000233327	USP32P2
ENSG00000235108	IFNA12P
ENSG00000231015	AL049594.1
ENSG00000137177	KIF13A
ENSG00000174374	
ENSG00000174307	PHLDA3
ENSG00000238215	AL513185.3
ENSG00000267696	ERVK-28
ENSG00000201443	RNU6-309P
ENSG00000251273	LINC02228
ENSG00000236991	EDRF1-AS1
ENSG00000270757	HSPE1-MOB4
ENSG00000251557	HNRNPKP3
ENSG00000272312	AL133255.1
ENSG00000227721	RPSAP64
ENSG00000218454	HNRNPA1P19
ENSG00000253420	AC103853.1
ENSG00000226986	AC092017.1
ENSG00000260995	AL512634.1
ENSG00000080822	CLDND1
ENSG00000176302	FOXR1
ENSG00000237429	BX293535.1
ENSG00000104369	JPH1
ENSG00000237911	SRP68P3
ENSG00000230599	AC018495.1
ENSG00000132359	RAP1GAP2
ENSG00000233927	RPS28
ENSG00000269751	
ENSG00000161270	NPHS1
ENSG00000250159	AC106791.1
ENSG00000249346	LINC01016
ENSG00000227586	RPS26P39
ENSG00000237206	IMPDH1P4
ENSG00000260593	AC009097.2
ENSG00000250609	AC110753.1
ENSG00000221883	ARIH2OS
ENSG00000237350	CDC42P6
ENSG00000237077	AC105399.1
ENSG00000267320	AC005580.1
ENSG00000188877	POTEA
ENSG00000139800	ZIC5
ENSG00000239610	
ENSG00000206859	RNU6-767P
ENSG00000100522	GNPNAT1
ENSG00000273406	AC245008.1
ENSG00000165568	AKR1E2
ENSG00000075073	TACR2
ENSG00000101265	RASSF2
ENSG00000252925	
ENSG00000259756	AC100839.2
ENSG00000235558	AC146949.1
ENSG00000214223	HNRNPA1P10
ENSG00000134612	FOLH1B
ENSG00000199392	RF00402
ENSG00000223751	AC116609.1
ENSG00000102805	CLN5
ENSG00000256121	
ENSG00000258268	AC079793.1
ENSG00000255988	TUBB4BP1
ENSG00000198973	MIR375
ENSG00000235495	AC007422.2
ENSG00000228013	IL6R-AS1
ENSG00000243771	AC010618.1
ENSG00000164330	EBF1
ENSG00000224316	GTF2IP5
ENSG00000220773	RPSAP44
ENSG00000232838	PET117
ENSG00000154839	SKA1
ENSG00000228040	AL390729.2
ENSG00000269890	AL353593.1
ENSG00000132205	EMILIN2
ENSG00000211912	IGHD2-21
ENSG00000207709	
ENSG00000225465	RFPL1S
ENSG00000261459	AC002310.5
ENSG00000249049	AC074124.1
ENSG00000252584	
ENSG00000125810	CD93
ENSG00000115592	PRKAG3
ENSG00000230836	LINC01293
ENSG00000267852	AC119396.2
ENSG00000240143	AL023653.1
ENSG00000233709	MTND4P28
ENSG00000264937	AC100830.2
ENSG00000206560	ANKRD28
ENSG00000118495	PLAGL1
ENSG00000137200	CMTR1
ENSG00000252896	
ENSG00000263381	MIR5584
ENSG00000122787	AKR1D1
ENSG00000223492	AL391097.1
ENSG00000234560	OR10G8
ENSG00000103599	IQCH
ENSG00000239992	TRBVA
ENSG00000178660	ARMC10P1
ENSG00000166925	TSC22D4
ENSG00000164919	COX6C
ENSG00000262814	MRPL12
ENSG00000272160	RNU4-5P
ENSG00000248505	LINC02380
ENSG00000260071	AC007221.1
ENSG00000253616	AC107959.3
ENSG00000196115	ADAM5
ENSG00000178096	BOLA1
ENSG00000222411	
ENSG00000207410	RF00393
ENSG00000225557	MTCO3P20
ENSG00000167766	ZNF83
ENSG00000151917	BEND6
ENSG00000252219	MIR892C
ENSG00000201465	RF00432
ENSG00000234437	
ENSG00000214670	
ENSG00000248901	LINC01846
ENSG00000243437	RN7SL370P
ENSG00000170092	SPDYE5
ENSG00000230440	AL391119.1
ENSG00000221670	
ENSG00000201813	RNU6-915P
ENSG00000122512	PMS2
ENSG00000230611	HMGB1P27
ENSG00000231210	LINC01510
ENSG00000260910	LINC00565
ENSG00000201788	RF00019
