,SA599177,SA599143,SA598026,SA598002,SA601548,SA598067,SA599175,SA599123,SA598046,SA599154,SA599107,SA598013,SA598029,SA599136,SA598027,SA598003,SA598017,SA599169,SA599118,SA601545,SA599102,SA599088,SA598025,SA599157,SA598014,SA599112,SA599132,SA598018,SA599094,SA598012,SA598062,SA599146,SA599092,SA599098,SA599166,SA598001,SA599104,SA598040
cg14168530,0.781944744,0.036094012,0.052579132,0.069265114,0.659584604,0.338196916,0.757346728,0.858176975,0.071841209,0.832715692,0.583981178,0.796621646,0.077243869,0.597262547,0.032058148,0.075316864,0.024849923,0.056906429,0.658931942,0.760652496,0.178677392,0.398412061,0.042238718,0.857377793,0.077947609,0.613256964,0.679126829,0.029590176,0.045601552,0.057905402,0.266455496,0.033309301,0.079594684,0.041893299,0.047449046,0.781952627,0.053083923,0.0531993
cg16215203,0.702802137,0.052673694,0.09480973,0.493144565,0.565428727,0.240906335,0.623461969,0.792317925,0.057255122,0.728050398,0.721079773,0.834688166,0.092405063,0.883698425,0.070407121,0.464155633,0.050434667,0.057834232,0.597377126,0.691243738,0.078111506,0.033139275,0.067863077,0.758474281,0.083532505,0.768795141,0.870562337,0.045969218,0.057437071,0.08819828,0.126802276,0.041319542,0.154680282,0.072995612,0.055348259,0.813060495,0.060377358,0.087522957
cg02636041,0.872964647,0.04060535,0.370717005,0.529637937,0.473739313,0.035452565,0.822239624,0.562697432,0.051331445,0.871904215,0.060943396,0.642560374,0.219460227,0.127277393,0.709720373,0.584789537,0.102372357,0.075983718,0.34904271,0.710399141,0.824524031,0.769662921,0.439919281,0.890245788,0.819022457,0.048933501,0.064991217,0.044076433,0.062849162,0.826963254,0.058432106,0.037109375,0.166278296,0.856167501,0.079610073,0.483253088,0.055167055,0.235216604
cg01923218,0.699327201,0.026789452,0.106615018,0.060119995,0.643356009,0.064460503,0.692573332,0.861234426,0.102320248,0.025098977,0.806744554,0.782953944,0.173862595,0.041858382,0.020746888,0.042257195,0.008667244,0.034936677,0.687801516,0.720066094,0.014106583,0.010261253,0.027998956,0.032024793,0.029708432,0.81105346,0.035502523,0.02183643,0.046098621,0.040865227,0.080469804,0.014919041,0.732337434,0.022138554,0.026265291,0.794852902,0.068812704,0.205605879
cg11957331,0.838804829,0.039700561,0.408461404,0.097477326,0.554595167,0.043697757,0.761192496,0.839392981,0.09238593,0.844525593,0.025828606,0.730092906,0.218762449,0.051442115,0.409403862,0.072193293,0.491294161,0.037761932,0.624196663,0.707835062,0.761361158,0.810250285,0.278395415,0.870352656,0.591288435,0.01950322,0.04367636,0.488312753,0.043039386,0.696464254,0.05156038,0.448203057,0.016388397,0.799232614,0.02999506,0.772516036,0.023099261,0.295021658
cg01670677,0.757132407,0.025655484,0.032485472,0.532071171,0.557807593,0.025285935,0.698110428,0.838623416,0.159411515,0.8237491,0.749477921,0.681067621,0.098636617,0.819869903,0.580940096,0.535477575,0.53623535,0.026217408,0.55446621,0.636636637,0.635999245,0.750379387,0.454692237,0.811951399,0.037702546,0.793405726,0.8426057,0.502454275,0.008592142,0.026653108,0.02273821,0.01442778,0.037984179,0.703009339,0.024426384,0.601901245,0.028942705,0.10805318
cg25438963,0.850063893,0.039997394,0.054948665,0.36694314,0.640513333,0.221211473,0.830587901,0.53074654,0.08361142,0.033579424,0.837495753,0.787760125,0.073155611,0.828276653,0.037626628,0.397881997,0.045263816,0.037402964,0.055737228,0.728653269,0.074908725,0.038868539,0.039199333,0.051948052,0.059870059,0.839509068,0.771061579,0.049102025,0.059660597,0.065374345,0.26446281,0.043118218,0.033560011,0.076730739,0.057781753,0.764400684,0.055027749,0.063144563
cg27014380,0.180431061,0.01845172,0.079520697,0.798385712,0.547330557,0.02184466,0.178569611,0.786239774,0.300843791,0.76067475,0.479249012,0.541631555,0.113223246,0.822735215,0.020475506,0.897743021,0.768720877,0.024211462,0.637993903,0.626143863,0.299087638,0.0209871,0.030102984,0.785571008,0.038494538,0.411357222,0.861039973,0.758106524,0.015667699,0.034024745,0.038755887,0.014844193,0.503522399,0.052954503,0.038160741,0.53734041,0.032151967,0.121032943
cg15542798,0.763012535,0.035217884,0.199560384,0.712394668,0.46699389,0.011911396,0.735941663,0.860354455,0.052611753,0.56582283,0.268753639,0.74884934,0.093283582,0.027310991,0.009279128,0.817276759,0.008466244,0.01515734,0.629378822,0.589885881,0.017883915,0.011774947,0.017224136,0.577731817,0.726588604,0.434569963,0.023463418,0.013666229,0.022529705,0.746328373,0.011923103,0.014935917,0.043450204,0.020879218,0.007969139,0.718090942,0.030286426,0.114024333
cg00498591,0.817583562,0.613790877,0.578611446,0.411470079,0.566789803,0.532901996,0.801827881,0.895069359,0.030418912,0.837364382,0.151492255,0.088928106,0.456448125,0.398512252,0.693665356,0.342891278,0.026151304,0.015337255,0.017610833,0.680038039,0.779682055,0.853517833,0.533949117,0.860116058,0.924499925,0.02237407,0.305378054,0.017423166,0.018683274,0.902278726,0.513495381,0.662489972,0.245634409,0.812382445,0.019660152,0.144361288,0.049615994,0.480205333
cg05224741,0.880354402,0.637630084,0.438196348,0.879286014,0.493539862,0.508240734,0.817843354,0.476545842,0.157710741,0.825799338,0.845209354,0.511009113,0.300259572,0.908168657,0.505255926,0.833758065,0.893820331,0.030719557,0.060551439,0.755810444,0.232120051,0.838288671,0.349537037,0.864250104,0.057099182,0.880623079,0.881606674,0.873356735,0.023790293,0.065496873,0.458049887,0.66621304,0.071650124,0.805369128,0.02393273,0.404195446,0.026001152,0.365321571
cg10601616,0.211177412,0.092488789,0.052780396,0.10249777,0.60692341,0.025966851,0.184820314,0.912195577,0.157747827,0.855434783,0.400960828,0.819981276,0.070233835,0.065891473,0.034239769,0.121883925,0.794338052,0.052828477,0.692070752,0.711163074,0.063549007,0.171288396,0.029817405,0.893211048,0.197943583,0.810287751,0.082143056,0.751457399,0.060186974,0.145898935,0.033585887,0.046319502,0.418665059,0.072217111,0.051243406,0.754455553,0.02702268,0.073996914
cg14763548,0.824271422,0.028639356,0.054122891,0.053562839,0.5625736,0.016480642,0.802998942,0.873520249,0.133674498,0.758815959,0.545110726,0.766336738,0.068860374,0.521070155,0.556584759,0.053523369,0.002602884,0.034112554,0.647201003,0.704609554,0.01778842,0.07102607,0.483761238,0.734474328,0.039545402,0.527039166,0.483472914,0.01642867,0.019050653,0.026812489,0.019293139,0.018316802,0.054439263,0.02147553,0.025411929,0.758607488,0.027428717,0.064790168
cg16976370,0.758644401,0.047464715,0.059083868,0.072792841,0.561024263,0.027518322,0.728063482,0.854661163,0.09800885,0.804135939,0.722854615,0.735250547,0.059241706,0.084597842,0.662048821,0.068660775,0.574741082,0.030844553,0.669524848,0.596300374,0.363789474,0.741422149,0.493987615,0.824393501,0.197752231,0.802000192,0.054891365,0.563279857,0.033756385,0.124625025,0.048072503,0.030297049,0.053909117,0.66478907,0.045152133,0.69603056,0.046669495,0.076959923
cg06463958,0.037461617,0.046816076,0.063343994,0.038657007,0.650978127,0.063444857,0.040041494,0.846712357,0.048833565,0.53369971,0.320903236,0.832038667,0.066458688,0.313761777,0.029244357,0.099630386,0.00929368,0.497633873,0.762326762,0.780216802,0.204616022,0.016765368,0.034254034,0.693386053,0.922123208,0.061693816,0.385600808,0.021085349,0.041181507,0.931051943,0.054792954,0.023929861,0.059325755,0.147613762,0.464771323,0.767620928,0.040974729,0.08479127
cg06966660,0.018280949,0.049150716,0.018882541,0.028561323,0.522341666,0.02524638,0.011007269,0.872029674,0.098042388,0.886182141,0.336765412,0.784743347,0.033103095,0.532455751,0.437189781,0.03969345,0.016235755,0.01325201,0.626400237,0.565157428,0.009830995,0.819274376,0.386774975,0.868803546,0.032076515,0.017012063,0.520545428,0.008026602,0.018063296,0.026494248,0.016039443,0.014110811,0.041708632,0.006062977,0.008015713,0.781449748,0.017925674,0.033986311
cg26734696,0.799627936,0.025547765,0.023071232,0.051693719,0.590772518,0.023379481,0.764899144,0.883888521,0.161584841,0.817740076,0.524255901,0.078640826,0.041204207,0.030353524,0.013122909,0.058919878,0.791704536,0.170610598,0.549263638,0.684642223,0.01891253,0.027439024,0.03047045,0.842319025,0.044941792,0.437156244,0.025768693,0.784502878,0.02942845,0.067055627,0.024859813,0.011660667,0.483212484,0.019300912,0.159131523,0.068444602,0.021164804,0.027053212
cg17912370,0.875387032,0.223707046,0.437362279,0.058615871,0.211216672,0.035565645,0.809545287,0.885679272,0.027367339,0.11649535,0.790757987,0.079480113,0.325477488,0.520788684,0.660656861,0.061501357,0.020045613,0.027177816,0.690385505,0.696514456,0.829770832,0.835392267,0.441009492,0.182041723,0.064556383,0.846581722,0.539651674,0.020305217,0.01962749,0.050806384,0.030789212,0.02002978,0.089748267,0.417732558,0.029107342,0.063909264,0.020884451,0.33158986
cg25884711,0.01522223,0.019754217,0.013977353,0.047385344,0.472587784,0.014469178,0.02916326,0.875830049,0.071350068,0.875451264,0.013046028,0.841800696,0.015108593,0.454360898,0.01796841,0.063035986,0.07960199,0.212347748,0.614363096,0.646551724,0.500835946,0.019822915,0.020191719,0.871129929,0.057606123,0.010726242,0.488389709,0.041526626,0.026657637,0.036898627,0.005738397,0.017410165,0.024087629,0.717482728,0.197603652,0.869619103,0.033471156,0.035848827
cg21621906,0.015076868,0.028349978,0.016499739,0.065204117,0.521392542,0.01286417,0.01029313,0.887530941,0.043037763,0.878300627,0.024327858,0.753614509,0.020155218,0.034645611,0.017853715,0.061814971,0.016107094,0.026061964,0.712102265,0.74819974,0.004924797,0.005299614,0.012983017,0.859652781,0.046790477,0.02366153,0.024813809,0.016631159,0.018922386,0.030262294,0.017155381,0.021447299,0.697104019,0.013388735,0.015960019,0.7428555,0.020435601,0.018334177
cg12539796,0.916557749,0.031668247,0.049568704,0.053433985,0.74617837,0.223380579,0.916535541,0.93844359,0.12657368,0.336829712,0.015451596,0.124655501,0.056291779,0.064141035,0.438893214,0.075525754,0.010373444,0.090528233,0.808171801,0.855702249,0.474646465,0.922671462,0.262719945,0.405557922,0.52946903,0.414476717,0.04717913,0.027492447,0.035310286,0.521408389,0.202569832,0.021419896,0.040863877,0.052094639,0.06044905,0.095692959,0.036921274,0.050623306
cg05923687,0.773365082,0.049528489,0.071138727,0.077640304,0.12903837,0.057914003,0.729153249,0.651005185,0.078847442,0.546710754,0.538360212,0.806014823,0.071298557,0.843324415,0.0715683,0.104677461,0.027900343,0.115730133,0.584841441,0.313209302,0.053798272,0.222572042,0.029490617,0.582677558,0.922775991,0.452073981,0.858944954,0.046705509,0.034914712,0.864453331,0.057126949,0.029676664,0.046299263,0.151778593,0.180750018,0.765248396,0.048678544,0.064775007
cg18401367,0.838800229,0.259192976,0.144508671,0.844648926,0.136503917,0.376345974,0.797125701,0.769560267,0.107145808,0.859470789,0.362590674,0.801297385,0.204906905,0.875923903,0.245966627,0.892778518,0.408707939,0.044715145,0.558345559,0.583972631,0.784704904,0.744356284,0.15353598,0.861294443,0.076501534,0.211617824,0.876828236,0.222424132,0.045347928,0.090617633,0.309275794,0.449145497,0.80431559,0.767468899,0.051710422,0.826645022,0.045495523,0.228126876
cg14142965,0.099052347,0.044011196,0.025403265,0.552885401,0.419358786,0.030698659,0.132576149,0.876302083,0.040974277,0.847365322,0.016813325,0.825582326,0.014923898,0.667181419,0.366917048,0.566929134,0.013473232,0.022077483,0.619818222,0.642191781,0.393802367,0.319869293,0.161016949,0.829545455,0.062746034,0.007394767,0.723328104,0.015831135,0.041637931,0.044497313,0.012430939,0.026333429,0.072621715,0.701725998,0.031198836,0.811278292,0.025213788,0.024663877
cg10421979,0.490428175,0.024200739,0.301739306,0.80813943,0.585426057,0.472882021,0.496591992,0.80876092,0.13382263,0.603744994,0.700728226,0.633933339,0.283739837,0.833212259,0.017870045,0.821797459,0.013964051,0.074608582,0.531641173,0.64699036,0.255926059,0.558242975,0.059710242,0.684526499,0.892860219,0.779887383,0.825210513,0.018580024,0.025443362,0.861502694,0.372045221,0.012636073,0.037879773,0.01733404,0.021160576,0.676924669,0.036039965,0.227134917
cg16519587,0.754170117,0.636818434,0.21836455,0.484602685,0.567709802,0.513711507,0.732175152,0.801815723,0.023643465,0.058745216,0.429857189,0.786382979,0.179660387,0.746890484,0.132078383,0.449717866,0.025430749,0.033837076,0.652317689,0.627875823,0.020607157,0.061770963,0.078679201,0.096712917,0.887451999,0.37154883,0.73595996,0.022723544,0.023463339,0.907793254,0.484262396,0.863594364,0.690487178,0.01961802,0.039619935,0.737636956,0.032427973,0.26470424
cg22774088,0.553617744,0.083737811,0.077717905,0.808211312,0.626754967,0.059617871,0.547939725,0.867697673,0.146331017,0.870742699,0.741558025,0.105443318,0.0645,0.088250303,0.073591974,0.856374783,0.065142198,0.076576577,0.632311241,0.726055228,0.051575263,0.035842781,0.079531593,0.861154446,0.088138415,0.808121306,0.05985615,0.07452704,0.068782799,0.072224684,0.066863034,0.089240113,0.175021752,0.07527248,0.07369888,0.106489723,0.069458897,0.079734748
cg07143418,0.778728816,0.052427241,0.114157923,0.735480527,0.299668945,0.112689394,0.748697408,0.842633495,0.134624969,0.727758805,0.053030303,0.811986864,0.154598566,0.902434531,0.250677666,0.79180148,0.043057818,0.092232811,0.515258153,0.413275174,0.375835934,0.298072613,0.192669295,0.734313232,0.066958698,0.040066317,0.881403947,0.04189766,0.062280084,0.072870048,0.080999781,0.054894984,0.041641761,0.672679761,0.08492111,0.749340369,0.071960622,0.150457642
cg08594218,0.809528503,0.038014087,0.091890315,0.804699727,0.46343621,0.085788114,0.745093025,0.837575142,0.078020261,0.81245153,0.612638008,0.4637253,0.143760064,0.793378506,0.03585637,0.86530634,0.686773173,0.215709453,0.629502419,0.629592044,0.070646926,0.610605972,0.051942383,0.824808629,0.04826982,0.206864094,0.770574888,0.594596534,0.064471824,0.050530466,0.068385593,0.012469308,0.142715669,0.095707005,0.076587096,0.327010571,0.07092801,0.21976851
cg02081266,0.749350109,0.049417997,0.072958643,0.438109711,0.513556069,0.488056765,0.715552059,0.793732306,0.050758331,0.787899909,0.546845215,0.491156177,0.102899599,0.871425884,0.046498183,0.437546934,0.730138813,0.032384513,0.5661907,0.631654842,0.118653361,0.024539046,0.032050725,0.775653717,0.844277674,0.513285593,0.868927488,0.719021902,0.034657543,0.821635715,0.39545805,0.106378267,0.04357067,0.031888508,0.040574127,0.490364389,0.029917042,0.128552771
cg04992638,0.025398626,0.055367188,0.045324675,0.404358187,0.632554823,0.028818874,0.048220235,0.86440933,0.290441543,0.436122479,0.505518245,0.779902179,0.026843124,0.872177154,0.035945414,0.432414066,0.032918746,0.654082006,0.630739149,0.70721541,0.42301215,0.784849881,0.044083823,0.483148868,0.059545321,0.629884886,0.882706382,0.035119877,0.036783079,0.056711963,0.0455081,0.032870035,0.310183985,0.030773209,0.67254844,0.747068677,0.028229665,0.037938399
cg14565265,0.868936748,0.462866653,0.026299046,0.365384615,0.630876927,0.469280175,0.82443637,0.876638048,0.180181457,0.167454316,0.05224998,0.091217668,0.03292519,0.904663822,0.483275887,0.382136249,0.036829407,0.036672694,0.716083049,0.725641486,0.081506992,0.900854326,0.357298841,0.2839951,0.098320396,0.181297333,0.905471996,0.032883017,0.038787275,0.071079927,0.422137537,0.073541052,0.173162603,0.040254574,0.033780011,0.058378644,0.024842967,0.037160553
cg05374412,0.782530531,0.075102468,0.076406474,0.045361565,0.513176283,0.031803061,0.720572515,0.849310384,0.080381739,0.78855947,0.013049645,0.770848864,0.114692982,0.04021492,0.598777474,0.042342489,0.461529356,0.015219907,0.627373721,0.691566602,0.014271371,0.121862163,0.349041258,0.768507189,0.040239521,0.012337732,0.038837179,0.512241271,0.02021541,0.054650048,0.024397523,0.011621211,0.614348186,0.021645022,0.02284236,0.751157985,0.024595812,0.104277801
cg25287257,0.218671894,0.074362493,0.085471031,0.732689864,0.59722376,0.055912197,0.271745236,0.815540222,0.034574764,0.788087242,0.366412214,0.053501419,0.116170428,0.717020448,0.06665797,0.762361334,0.772874872,0.043215114,0.606745135,0.651421955,0.032088059,0.753154522,0.053988621,0.793027948,0.054953871,0.36384466,0.795133761,0.732353356,0.050948509,0.083898071,0.059531579,0.023751657,0.399655382,0.032839088,0.037427437,0.074575728,0.037728919,0.143554042
cg24961583,0.794853087,0.031464106,0.115095246,0.759498729,0.475409043,0.043446244,0.754,0.77363436,0.155230665,0.73265855,0.771863118,0.66538571,0.131056481,0.867673356,0.577939836,0.790027035,0.768100813,0.162978857,0.458659924,0.440416093,0.747856188,0.686232909,0.298680798,0.767577686,0.051593486,0.830903028,0.791393018,0.738739443,0.068702681,0.042889264,0.051256588,0.044320644,0.513435144,0.786991398,0.14030368,0.639225072,0.079000051,0.149832743
cg06382344,0.456163235,0.01510521,0.094546118,0.799039981,0.572430365,0.027559374,0.4063032,0.827600135,0.221179415,0.01615332,0.016513026,0.034363027,0.12038001,0.922885129,0.016690174,0.863710544,0.011837695,0.571997016,0.55816105,0.688498845,0.350101221,0.013261164,0.022203947,0.021565217,0.055108755,0.018901228,0.882089606,0.014695736,0.022987753,0.027947504,0.022058824,0.012915492,0.080528846,0.031900349,0.568080533,0.071101854,0.02870694,0.097557983
cg08516516,0.465818633,0.454743398,0.027653701,0.756001892,0.486862029,0.018191957,0.491862302,0.797856049,0.05129431,0.782117389,0.72350329,0.750828826,0.044694005,0.890930233,0.34084603,0.863334595,0.708256224,0.020844731,0.539220904,0.583406598,0.388806369,0.713389121,0.239565598,0.77689641,0.524790468,0.754356244,0.838185488,0.680416642,0.017962828,0.528409228,0.025712918,0.414566573,0.016109996,0.026672906,0.040194113,0.659728783,0.035927553,0.046361471
cg05743734,0.764540816,0.050361944,0.054597403,0.053794978,0.50216296,0.075597674,0.70538964,0.826867857,0.101771579,0.79744186,0.083816826,0.67319052,0.060693498,0.073352039,0.119180392,0.07469419,0.049721307,0.074060466,0.447993827,0.610810496,0.72057024,0.74731564,0.054861488,0.785615404,0.062988264,0.064352084,0.082944564,0.052131783,0.072933071,0.054360398,0.062876099,0.076593695,0.726376835,0.785982376,0.066188407,0.646086567,0.077109407,0.062190778
cg13320291,0.785249458,0.050182738,0.058098859,0.069187271,0.641385817,0.084054929,0.775928144,0.856994882,0.234169809,0.836966426,0.032533959,0.709835986,0.108686319,0.345141146,0.018285983,0.065255874,0.047306751,0.036564626,0.61086133,0.762673031,0.014994505,0.01385969,0.034151957,0.824913495,0.089902953,0.021784904,0.395560385,0.038169288,0.032741834,0.066128612,0.05091898,0.02688391,0.017926829,0.024751106,0.061980881,0.688460809,0.039097523,0.09290853
